행정기관코드,기준연월,시도명,시군구명,읍면동명,전체 평균연령,남자 평균연령,여자 평균연령
2820053000,2022-02-28,인천광역시,남동구,간석1동,45.9,44.2,47.6
2820054000,2022-02-28,인천광역시,남동구,간석2동,43.8,42.8,44.8
2820055000,2022-02-28,인천광역시,남동구,간석3동,45.4,44.4,46.4
2820055100,2022-02-28,인천광역시,남동구,간석4동,44.2,43.4,45
2820056000,2022-02-28,인천광역시,남동구,만수1동,47.7,45.9,49.5
2820057000,2022-02-28,인천광역시,남동구,만수2동,43.7,42.7,44.7
2820058000,2022-02-28,인천광역시,남동구,만수3동,43.4,42.5,44.4
2820058100,2022-02-28,인천광역시,남동구,만수4동,44.6,43,46.1
2820058200,2022-02-28,인천광역시,남동구,만수5동,48.1,46.6,49.5
2820058300,2022-02-28,인천광역시,남동구,만수6동,45.3,43.9,46.7
2820065000,2022-02-28,인천광역시,남동구,장수서창동,43.6,42.5,44.6
2820065500,2022-02-28,인천광역시,남동구,서창2동,38.4,37.6,39.2
2820066000,2022-02-28,인천광역시,남동구,남촌도림동,45.4,44.2,46.6
2820069000,2022-02-28,인천광역시,남동구,논현1동,41.3,40.2,42.4
2820070000,2022-02-28,인천광역시,남동구,논현2동,42.4,41,43.9
2820071000,2022-02-28,인천광역시,남동구,논현고잔동,38.8,38.3,39.3
2823751000,2022-02-28,인천광역시,부평구,부평1동,43.3,42.4,44.1
2823752000,2022-02-28,인천광역시,부평구,부평2동,45.5,44.4,46.6
2823753000,2022-02-28,인천광역시,부평구,부평3동,47.6,46,49.2
2823754000,2022-02-28,인천광역시,부평구,부평4동,42.8,41.9,43.7
2823755000,2022-02-28,인천광역시,부평구,부평5동,41.8,40.9,42.6
2823756000,2022-02-28,인천광역시,부평구,부평6동,44.7,43.6,45.8
2823757000,2022-02-28,인천광역시,부평구,산곡1동,46.5,44.9,48
2823758000,2022-02-28,인천광역시,부평구,산곡2동,41.9,41,42.8
2823758100,2022-02-28,인천광역시,부평구,산곡3동,47,45.1,48.7
2823758200,2022-02-28,인천광역시,부평구,산곡4동,43.7,42.3,45
2823759100,2022-02-28,인천광역시,부평구,청천1동,46.8,46.3,47.4
2823759200,2022-02-28,인천광역시,부평구,청천2동,42.9,41.8,44
2823764100,2022-02-28,인천광역시,부평구,갈산1동,44.9,43.6,46.2
2823764200,2022-02-28,인천광역시,부평구,갈산2동,45.9,44.5,47.3
2823764600,2022-02-28,인천광역시,부평구,삼산1동,43.6,42.2,45
2823764800,2022-02-28,인천광역시,부평구,삼산2동,40.7,39.7,41.6
2823765000,2022-02-28,인천광역시,부평구,부개1동,47.7,46.3,49
2823766000,2022-02-28,인천광역시,부평구,부개2동,43.1,42.3,43.9
2823766100,2022-02-28,인천광역시,부평구,부개3동,43,42,44
2823767000,2022-02-28,인천광역시,부평구,일신동,44.3,42.9,45.8
2823768000,2022-02-28,인천광역시,부평구,십정1동,46.2,44.9,47.5
2823769000,2022-02-28,인천광역시,부평구,십정2동,47.1,46.3,48.1
2824560100,2022-02-28,인천광역시,계양구,효성1동,44.5,43.6,45.5
2824560200,2022-02-28,인천광역시,계양구,효성2동,44.3,43.3,45.3
2824561100,2022-02-28,인천광역시,계양구,계산1동,46.8,45.8,47.9
2824561200,2022-02-28,인천광역시,계양구,계산2동,46.8,45.8,47.7
2824561300,2022-02-28,인천광역시,계양구,계산3동,44.2,42.9,45.3
2824561400,2022-02-28,인천광역시,계양구,계산4동,41.7,41.3,42.2
2824562100,2022-02-28,인천광역시,계양구,작전1동,43.3,42.3,44.3
2824562200,2022-02-28,인천광역시,계양구,작전2동,45.7,44.5,46.8
2824564000,2022-02-28,인천광역시,계양구,작전서운동,41.2,40.4,42
2824571000,2022-02-28,인천광역시,계양구,계양1동,44.6,43.7,45.6
2824572000,2022-02-28,인천광역시,계양구,계양2동,45.3,44,46.6
2824573000,2022-02-28,인천광역시,계양구,계양3동,40.7,39.8,41.5
2826051500,2022-02-28,인천광역시,서구,검암경서동,39.5,38.8,40.1
2826053000,2022-02-28,인천광역시,서구,연희동,44.3,43.3,45.3
2826053600,2022-02-28,인천광역시,서구,청라1동,35.8,35.4,36.1
2826053700,2022-02-28,인천광역시,서구,청라2동,36.3,35.8,36.8
2826053900,2022-02-28,인천광역시,서구,청라3동,35.1,34.9,35.4
2826054200,2022-02-28,인천광역시,서구,가정1동,39.6,38.7,40.4
2826054300,2022-02-28,인천광역시,서구,가정2동,45.1,44.3,46
2826054400,2022-02-28,인천광역시,서구,가정3동,45.2,44.2,46.3
2826055000,2022-02-28,인천광역시,서구,석남1동,46,44.8,47.3
2826056000,2022-02-28,인천광역시,서구,석남2동,47.3,46.2,48.5
2826056100,2022-02-28,인천광역시,서구,석남3동,45.8,44.4,47.3
2826057500,2022-02-28,인천광역시,서구,신현원창동,42.4,41.8,43.1
2826058000,2022-02-28,인천광역시,서구,가좌1동,45.3,44.4,46.3
2826059000,2022-02-28,인천광역시,서구,가좌2동,43.9,42.8,45
2826060000,2022-02-28,인천광역시,서구,가좌3동,47.2,46.2,48.2
2826061000,2022-02-28,인천광역시,서구,가좌4동,45,44.5,45.5
2826068000,2022-02-28,인천광역시,서구,검단동,41.5,40.9,42.2
2826069000,2022-02-28,인천광역시,서구,불로대곡동,42.1,41.3,42.9
2826070000,2022-02-28,인천광역시,서구,원당동,39,38.4,39.6
2826071000,2022-02-28,인천광역시,서구,당하동,38.9,38.3,39.4
2826072000,2022-02-28,인천광역시,서구,오류왕길동,41.5,41.1,41.9
2826073000,2022-02-28,인천광역시,서구,마전동,39.7,39.1,40.3
2826074000,2022-02-28,인천광역시,서구,아라동,33,32.8,33.3
2871025000,2022-02-28,인천광역시,강화군,강화읍,47.9,46.3,49.6
2871031000,2022-02-28,인천광역시,강화군,선원면,49.7,48.6,50.9
2871032000,2022-02-28,인천광역시,강화군,불은면,57.4,56.2,58.6
2871033000,2022-02-28,인천광역시,강화군,길상면,53.7,52.4,55
2871034000,2022-02-28,인천광역시,강화군,화도면,57.4,55.8,59
2871035000,2022-02-28,인천광역시,강화군,양도면,57.3,55.2,59.3
2871036000,2022-02-28,인천광역시,강화군,내가면,58.9,57.3,60.4
2871037000,2022-02-28,인천광역시,강화군,하점면,59,57,61.2
2871038000,2022-02-28,인천광역시,강화군,양사면,59.6,58,61.2
2871039000,2022-02-28,인천광역시,강화군,송해면,57.7,55.5,60
2871040000,2022-02-28,인천광역시,강화군,교동면,60.6,58.7,62.7
2871041000,2022-02-28,인천광역시,강화군,삼산면,58.9,56.3,61.7
2871042000,2022-02-28,인천광역시,강화군,서도면,60.9,59,63
2871042500,2022-02-28,인천광역시,강화군,서도면볼음출장소,63.5,61.7,65.9
2872031000,2022-02-28,인천광역시,옹진군,북도면,56.4,55.6,57.3
2872031500,2022-02-28,인천광역시,옹진군,북도면장봉출장소,57.9,55.5,60.5
2872033000,2022-02-28,인천광역시,옹진군,백령면,45.7,42.9,49.6
2872034000,2022-02-28,인천광역시,옹진군,대청면,50.7,47.9,54.5
2872034500,2022-02-28,인천광역시,옹진군,대청면소청출장소,55.2,49.3,64.9
2872035000,2022-02-28,인천광역시,옹진군,덕적면,58.5,56.1,61.4
2872036000,2022-02-28,인천광역시,옹진군,영흥면,50.8,49.5,52.5
2872037000,2022-02-28,인천광역시,옹진군,자월면,57.8,55.6,60.3
2872037500,2022-02-28,인천광역시,옹진군,자월면이작출장소,57.3,55.3,59.5
2872038000,2022-02-28,인천광역시,옹진군,연평면,44.7,42,49.4
2911052500,2022-02-28,광주광역시,동구,충장동,45.7,47.4,44
2911054500,2022-02-28,광주광역시,동구,동명동,48.5,47.5,49.5
2911056000,2022-02-28,광주광역시,동구,계림1동,44,43.3,44.7
2911057000,2022-02-28,광주광역시,동구,계림2동,43.2,41.2,45
2911059000,2022-02-28,광주광역시,동구,산수1동,46.3,44.6,48
2911060000,2022-02-28,광주광역시,동구,산수2동,47.8,46.5,48.9
2911062000,2022-02-28,광주광역시,동구,지산1동,45.5,43.5,47.6
2911063000,2022-02-28,광주광역시,동구,지산2동,46.6,44.6,48.7
2911065500,2022-02-28,광주광역시,동구,서남동,45.5,44.9,46
2911068500,2022-02-28,광주광역시,동구,학동,44.4,43.1,45.5
2911071000,2022-02-28,광주광역시,동구,학운동,50.1,48.2,51.7
2911073000,2022-02-28,광주광역시,동구,지원1동,46.6,44.9,48.2
2911074000,2022-02-28,광주광역시,동구,지원2동,42.2,41.2,43.1
2914057500,2022-02-28,광주광역시,서구,양동,54.9,52.2,57.5
2914059000,2022-02-28,광주광역시,서구,양3동,46.6,44.2,48.8
2914065000,2022-02-28,광주광역시,서구,농성1동,46.9,45.7,48.1
2914066000,2022-02-28,광주광역시,서구,농성2동,48.5,46.9,50.1
2914073000,2022-02-28,광주광역시,서구,광천동,45.9,44.8,47.1
2914074000,2022-02-28,광주광역시,서구,유덕동,40.7,39.4,42.2
2914074500,2022-02-28,광주광역시,서구,치평동,41,40.1,41.7
2914075100,2022-02-28,광주광역시,서구,상무1동,41.1,40.5,41.6
2914075200,2022-02-28,광주광역시,서구,상무2동,45.1,43.8,46.4
2914076000,2022-02-28,광주광역시,서구,화정1동,43.9,42.8,44.9
2914077000,2022-02-28,광주광역시,서구,화정2동,40.1,38.3,41.8
2914078000,2022-02-28,광주광역시,서구,화정3동,45.3,43.3,47.3
2914079000,2022-02-28,광주광역시,서구,화정4동,44.7,42.8,46.6
2914080000,2022-02-28,광주광역시,서구,서창동,46.8,45.7,48
2914082100,2022-02-28,광주광역시,서구,금호1동,44.7,42.6,46.5
2914082400,2022-02-28,광주광역시,서구,금호2동,39.2,38.1,40.2
2914083000,2022-02-28,광주광역시,서구,풍암동,40.2,39.2,41.3
2914084000,2022-02-28,광주광역시,서구,동천동,39.7,38.4,40.8
2915551000,2022-02-28,광주광역시,남구,양림동,47.2,45.5,48.6
2915552000,2022-02-28,광주광역시,남구,방림1동,44.3,42.9,45.6
2915553000,2022-02-28,광주광역시,남구,방림2동,48.2,46.1,50
2915553700,2022-02-28,광주광역시,남구,봉선1동,45.2,43.1,47
2915553800,2022-02-28,광주광역시,남구,봉선2동,39,37.7,40.2
2915554500,2022-02-28,광주광역시,남구,사직동,49.3,47.9,50.7
2915560500,2022-02-28,광주광역시,남구,월산동,47.4,45.5,49.3
2915563000,2022-02-28,광주광역시,남구,월산4동,48.7,47.1,50.4
2915564000,2022-02-28,광주광역시,남구,월산5동,49.1,47.4,50.8
2915567000,2022-02-28,광주광역시,남구,백운1동,45.2,43.7,46.5
2915568000,2022-02-28,광주광역시,남구,백운2동,45,44.4,45.6
2915569000,2022-02-28,광주광역시,남구,주월1동,42.6,41.4,43.7
2915570000,2022-02-28,광주광역시,남구,주월2동,47.7,46.6,48.8
2915570500,2022-02-28,광주광역시,남구,진월동,41.7,40.9,42.5
2915571000,2022-02-28,광주광역시,남구,효덕동,41.4,40.2,42.6
2915572000,2022-02-28,광주광역시,남구,송암동,37.1,35.9,38.2
2915573000,2022-02-28,광주광역시,남구,대촌동,51.5,49,53.9
2917051000,2022-02-28,광주광역시,북구,중흥1동,45.3,45.6,45.1
2917052000,2022-02-28,광주광역시,북구,중흥2동,44.6,43.8,45.5
2917053000,2022-02-28,광주광역시,북구,중흥3동,42.8,41.9,43.7
2917055500,2022-02-28,광주광역시,북구,중앙동,50.1,49.2,51.1
2917057000,2022-02-28,광주광역시,북구,임동,44.5,43.4,45.6
2917058000,2022-02-28,광주광역시,북구,신안동,45.2,44.4,46.2
2917059000,2022-02-28,광주광역시,북구,용봉동,41.8,40.6,42.9
2917060100,2022-02-28,광주광역시,북구,운암1동,42,41.1,42.8
2917060200,2022-02-28,광주광역시,북구,운암2동,47.9,46.9,48.9
2917060300,2022-02-28,광주광역시,북구,운암3동,43.5,41.7,45.2
2917061500,2022-02-28,광주광역시,북구,동림동,41.6,40.2,43
2917062000,2022-02-28,광주광역시,북구,우산동,51,49,52.8
2917063500,2022-02-28,광주광역시,북구,풍향동,43.2,42,44.3
2917065000,2022-02-28,광주광역시,북구,문화동,44.5,42.8,46
2917065600,2022-02-28,광주광역시,북구,문흥1동,43.3,42.2,44.4
2917065700,2022-02-28,광주광역시,북구,문흥2동,43.9,41.9,45.7
2917066100,2022-02-28,광주광역시,북구,두암1동,48.7,47.2,50.1
2917066200,2022-02-28,광주광역시,북구,두암2동,46.6,45.3,47.9
2917066300,2022-02-28,광주광역시,북구,두암3동,51.6,49.4,53.6
2917066600,2022-02-28,광주광역시,북구,삼각동,41.5,40.2,43
2917066900,2022-02-28,광주광역시,북구,일곡동,39.5,37.9,41
2917067300,2022-02-28,광주광역시,북구,매곡동,41.5,39.8,43.1
2917067600,2022-02-28,광주광역시,북구,오치1동,44.6,43.6,45.8
2917067700,2022-02-28,광주광역시,북구,오치2동,48,46.1,49.8
2917068500,2022-02-28,광주광역시,북구,석곡동,54.4,52,57
2917069500,2022-02-28,광주광역시,북구,건국동,39,38.1,40
2917069600,2022-02-28,광주광역시,북구,양산동,39.6,38.6,40.7
2917069700,2022-02-28,광주광역시,북구,신용동,35.6,34.7,36.4
2920051500,2022-02-28,광주광역시,광산구,송정1동,43.9,42.3,45.6
2920052500,2022-02-28,광주광역시,광산구,송정2동,47.4,45.6,49.3
2920054000,2022-02-28,광주광역시,광산구,도산동,41.5,40,42.9
2920055000,2022-02-28,광주광역시,광산구,신흥동,45.8,44.1,47.4
2920056500,2022-02-28,광주광역시,광산구,어룡동,38.7,37.7,39.7
2920058000,2022-02-28,광주광역시,광산구,우산동,42.4,41.2,43.7
2920060000,2022-02-28,광주광역시,광산구,월곡1동,42.8,41.6,44
2920061000,2022-02-28,광주광역시,광산구,월곡2동,41.6,41,42.3
2920062000,2022-02-28,광주광역시,광산구,비아동,41.7,40.8,42.6
2920062400,2022-02-28,광주광역시,광산구,첨단1동,39.2,38.5,39.9
2920062600,2022-02-28,광주광역시,광산구,첨단2동,37.8,37,38.6
2920063000,2022-02-28,광주광역시,광산구,신가동,36.8,36.3,37.4
2920063500,2022-02-28,광주광역시,광산구,운남동,39.6,38.4,40.8
2920063700,2022-02-28,광주광역시,광산구,수완동,34.7,34.2,35.2
2920064000,2022-02-28,광주광역시,광산구,하남동,36.6,36.2,37
2920065000,2022-02-28,광주광역시,광산구,임곡동,57.7,55.3,60.3
2920066000,2022-02-28,광주광역시,광산구,동곡동,57.2,54,60.6
2920067000,2022-02-28,광주광역시,광산구,평동,53.8,51.2,57.1
2920068000,2022-02-28,광주광역시,광산구,삼도동,57.7,54.1,61.7
2920069000,2022-02-28,광주광역시,광산구,본량동,59.1,56,62.1
2920070000,2022-02-28,광주광역시,광산구,신창동,36,35.6,36.5
3011051500,2022-02-28,대전광역시,동구,중앙동,56.5,55,58.3
3011053000,2022-02-28,대전광역시,동구,효동,41.3,40.1,42.4
3011054500,2022-02-28,대전광역시,동구,신인동,46.8,45.4,48.3
3011055100,2022-02-28,대전광역시,동구,판암1동,47.2,45.2,49.1
3011055200,2022-02-28,대전광역시,동구,판암2동,54.8,51.9,57.6
3011056000,2022-02-28,대전광역시,동구,용운동,42.9,41.8,44
3011058500,2022-02-28,대전광역시,동구,대동,43.4,42.1,44.6
3011059000,2022-02-28,대전광역시,동구,자양동,43.7,42.7,44.9
3011062000,2022-02-28,대전광역시,동구,가양1동,46.6,45.4,47.9
3011063000,2022-02-28,대전광역시,동구,가양2동,45,43.9,46.2
3011064000,2022-02-28,대전광역시,동구,용전동,43,42.2,43.9
3011066500,2022-02-28,대전광역시,동구,성남동,46.7,45,48.4
3011067000,2022-02-28,대전광역시,동구,홍도동,44.9,43.5,46.3
3011069500,2022-02-28,대전광역시,동구,삼성동,48.2,47,49.4
3011072500,2022-02-28,대전광역시,동구,대청동,56.1,54.1,58.3
3011074000,2022-02-28,대전광역시,동구,산내동,43.3,42.1,44.5
3014053500,2022-02-28,대전광역시,중구,은행선화동,44.2,44.2,44.2
3014055000,2022-02-28,대전광역시,중구,목동,38.7,37.8,39.5
3014056000,2022-02-28,대전광역시,중구,중촌동,47,45.3,48.7
3014057500,2022-02-28,대전광역시,중구,대흥동,43.4,42.5,44.2
3014060500,2022-02-28,대전광역시,중구,문창동,51.7,49.5,54.2
3014062000,2022-02-28,대전광역시,중구,석교동,49.7,48.2,51.2
3014063000,2022-02-28,대전광역시,중구,대사동,48.8,47.6,50
3014064000,2022-02-28,대전광역시,중구,부사동,49.8,48.1,51.6
3014065500,2022-02-28,대전광역시,중구,용두동,44.2,43.5,44.8
3014067000,2022-02-28,대전광역시,중구,오류동,46.1,44.8,47.3
3014068000,2022-02-28,대전광역시,중구,태평1동,43.1,41.8,44.3
3014069000,2022-02-28,대전광역시,중구,태평2동,44.8,43.5,46
3014070000,2022-02-28,대전광역시,중구,유천1동,47.9,46.4,49.6
3014071000,2022-02-28,대전광역시,중구,유천2동,47.3,46.2,48.4
3014072000,2022-02-28,대전광역시,중구,문화1동,42.7,41.6,43.7
3014073000,2022-02-28,대전광역시,중구,문화2동,48.3,46,50.4
3014074000,2022-02-28,대전광역시,중구,산성동,47.7,46.6,48.9
3017051000,2022-02-28,대전광역시,서구,복수동,40.6,40,41.1
3017052000,2022-02-28,대전광역시,서구,도마1동,47.3,45.7,49.1
3017053000,2022-02-28,대전광역시,서구,도마2동,47.1,45.5,48.6
3017053500,2022-02-28,대전광역시,서구,정림동,46.3,44.7,47.8
3017054000,2022-02-28,대전광역시,서구,변동,46.3,45,47.7
3017055000,2022-02-28,대전광역시,서구,용문동,44,42.9,45
3017055500,2022-02-28,대전광역시,서구,탄방동,40.3,39.4,41.1
3017056000,2022-02-28,대전광역시,서구,괴정동,40.1,39.6,40.5
3017057000,2022-02-28,대전광역시,서구,가장동,45.1,44.1,46.1
3017057500,2022-02-28,대전광역시,서구,내동,43,42.1,43.9
3017058100,2022-02-28,대전광역시,서구,갈마1동,42.4,41.3,43.6
3017058200,2022-02-28,대전광역시,서구,갈마2동,40.2,39.5,40.9
3017058600,2022-02-28,대전광역시,서구,월평1동,42.2,41.3,43.1
3017058700,2022-02-28,대전광역시,서구,월평2동,47.8,45.8,49.5
3017058800,2022-02-28,대전광역시,서구,월평3동,41.6,40.3,42.8
3017059000,2022-02-28,대전광역시,서구,가수원동,37.3,36.7,37.9
3017059600,2022-02-28,대전광역시,서구,관저1동,40.9,39.8,41.9
3017059700,2022-02-28,대전광역시,서구,관저2동,37.5,36.6,38.4
3017060000,2022-02-28,대전광역시,서구,기성동,57,54.3,59.9
3017063000,2022-02-28,대전광역시,서구,둔산1동,38.4,37.7,39.1
3017064000,2022-02-28,대전광역시,서구,둔산2동,39.4,38.6,40
3017065000,2022-02-28,대전광역시,서구,만년동,39.8,38.6,41.1
3017066000,2022-02-28,대전광역시,서구,둔산3동,43,41.4,44.5
3020052000,2022-02-28,대전광역시,유성구,진잠동,43.4,42.1,44.8
3020052600,2022-02-28,대전광역시,유성구,학하동,39.9,39.3,40.6
3020052700,2022-02-28,대전광역시,유성구,상대동,37.6,36.9,38.3
3020053000,2022-02-28,대전광역시,유성구,온천1동,42.5,41.9,43.1
3020054000,2022-02-28,대전광역시,유성구,온천2동,39.5,38.5,40.7
3020054600,2022-02-28,대전광역시,유성구,노은1동,38.7,37.8,39.5
3020054700,2022-02-28,대전광역시,유성구,노은2동,39.7,38.7,40.7
3020054800,2022-02-28,대전광역시,유성구,노은3동,38.1,37.4,38.8
3020055000,2022-02-28,대전광역시,유성구,신성동,36.7,36.1,37.4
3020057000,2022-02-28,대전광역시,유성구,전민동,38.5,37.6,39.4
3020058000,2022-02-28,대전광역시,유성구,구즉동,40.2,39,41.5
3020060000,2022-02-28,대전광역시,유성구,관평동,36.7,36.2,37.3
3020061000,2022-02-28,대전광역시,유성구,원신흥동,39.3,37.9,40.6
3023051000,2022-02-28,대전광역시,대덕구,오정동,47,45.9,48.2
3023052000,2022-02-28,대전광역시,대덕구,대화동,48.7,47.3,50.4
3023052500,2022-02-28,대전광역시,대덕구,회덕동,48.5,47.2,49.8
3023053300,2022-02-28,대전광역시,대덕구,비래동,45.4,44,46.9
3023054300,2022-02-28,대전광역시,대덕구,송촌동,41,40.3,41.7
3023054600,2022-02-28,대전광역시,대덕구,중리동,45.4,44.2,46.8
3023055000,2022-02-28,대전광역시,대덕구,신탄진동,45.5,44.1,47
3023056000,2022-02-28,대전광역시,대덕구,석봉동,39.6,38.9,40.3
3023057000,2022-02-28,대전광역시,대덕구,덕암동,44.7,43.5,46.2
3023058000,2022-02-28,대전광역시,대덕구,목상동,42,41.2,43
3023060000,2022-02-28,대전광역시,대덕구,법1동,45.8,43.8,47.6
3023061000,2022-02-28,대전광역시,대덕구,법2동,46.2,44.4,47.9
3111051000,2022-02-28,울산광역시,중구,학성동,48.8,47.2,50.5
3111052000,2022-02-28,울산광역시,중구,반구1동,44.1,43.3,45
3111053000,2022-02-28,울산광역시,중구,반구2동,47.2,45.8,48.6
3111054000,2022-02-28,울산광역시,중구,복산1동,48.7,46.9,50.6
3111055000,2022-02-28,울산광역시,중구,복산2동,42.7,41.4,43.9
3111058500,2022-02-28,울산광역시,중구,중앙동,51.3,49.6,53.1
3111059000,2022-02-28,울산광역시,중구,우정동,45.6,43.9,47.2
3111060000,2022-02-28,울산광역시,중구,태화동,41.4,40.1,42.7
3111061000,2022-02-28,울산광역시,중구,다운동,47.1,45.5,48.8
3111062000,2022-02-28,울산광역시,중구,병영1동,44.6,43.5,45.8
3111063000,2022-02-28,울산광역시,중구,병영2동,42.5,41.4,43.6
3111064000,2022-02-28,울산광역시,중구,약사동,38.6,38,39.2
3111065000,2022-02-28,울산광역시,중구,성안동,41,40.2,41.8
3114051000,2022-02-28,울산광역시,남구,신정1동,48.1,46.5,49.7
3114052000,2022-02-28,울산광역시,남구,신정2동,41.2,40.2,42.2
3114053000,2022-02-28,울산광역시,남구,신정3동,44.4,43.5,45.4
3114054000,2022-02-28,울산광역시,남구,신정4동,41.4,40.5,42.4
3114055000,2022-02-28,울산광역시,남구,신정5동,44.5,43.6,45.5
3114056000,2022-02-28,울산광역시,남구,달동,44,42.7,45.4
3114057000,2022-02-28,울산광역시,남구,삼산동,40.9,40.3,41.5
3114058500,2022-02-28,울산광역시,남구,삼호동,45,43.6,46.5
3114059500,2022-02-28,울산광역시,남구,무거동,41.3,40.2,42.5
3114060000,2022-02-28,울산광역시,남구,옥동,41.3,40.1,42.5
3114062500,2022-02-28,울산광역시,남구,대현동,40.2,39.5,40.9
3114063500,2022-02-28,울산광역시,남구,수암동,41,40.5,41.6
3114064000,2022-02-28,울산광역시,남구,선암동,43.7,42.9,44.5
3114067000,2022-02-28,울산광역시,남구,야음장생포동,48.5,47,50.1
3117051000,2022-02-28,울산광역시,동구,방어동,41.8,41,42.8
3117052000,2022-02-28,울산광역시,동구,일산동,47.8,46.5,49.2
3117053000,2022-02-28,울산광역시,동구,화정동,41.9,41.1,42.7
3117054000,2022-02-28,울산광역시,동구,대송동,42.7,42,43.5
3117055000,2022-02-28,울산광역시,동구,전하1동,42.7,41.9,43.4
3117056000,2022-02-28,울산광역시,동구,전하2동,41.4,41.1,41.8
3117058000,2022-02-28,울산광역시,동구,남목1동,44.8,43.8,45.8
3117059000,2022-02-28,울산광역시,동구,남목2동,40.3,39.6,41.1
3117060000,2022-02-28,울산광역시,동구,남목3동,42.5,41.4,43.5
3120051000,2022-02-28,울산광역시,북구,농소1동,39.4,38.7,40
3120052000,2022-02-28,울산광역시,북구,농소2동,37.4,36.8,38.1
3120053000,2022-02-28,울산광역시,북구,농소3동,38.6,37.9,39.2
3120054000,2022-02-28,울산광역시,북구,강동동,39,38.6,39.5
3120056000,2022-02-28,울산광역시,북구,효문동,41,40.1,41.9
3120057000,2022-02-28,울산광역시,북구,송정동,38,37.6,38.5
3120058000,2022-02-28,울산광역시,북구,양정동,41.1,40.1,42.5
3120059000,2022-02-28,울산광역시,북구,염포동,43.8,42.4,45.4
3171025000,2022-02-28,울산광역시,울주군,온산읍,43.8,42.8,45.1
3171025300,2022-02-28,울산광역시,울주군,언양읍,43.8,42.7,44.9
3171025600,2022-02-28,울산광역시,울주군,온양읍,42,41.4,42.6
3171025900,2022-02-28,울산광역시,울주군,범서읍,39.7,38.9,40.5
3171026200,2022-02-28,울산광역시,울주군,청량읍,43.5,42.8,44.3
3171026500,2022-02-28,울산광역시,울주군,삼남읍,45.6,44.2,47
3171031000,2022-02-28,울산광역시,울주군,서생면,49.9,48.3,51.7
3171034000,2022-02-28,울산광역시,울주군,웅촌면,52.8,50.9,54.9
3171036000,2022-02-28,울산광역시,울주군,두동면,55.4,53.7,57.3
3171037000,2022-02-28,울산광역시,울주군,두서면,60,57.6,62.4
3171038000,2022-02-28,울산광역시,울주군,상북면,54.1,52.1,56.2
3171040000,2022-02-28,울산광역시,울주군,삼동면,59.3,57,61.8
3611025000,2022-02-28,세종특별자치시,,조치원읍,43.3,42,44.7
3611031000,2022-02-28,세종특별자치시,,연기면,49.8,48.1,52.2
3611032000,2022-02-28,세종특별자치시,,연동면,55.3,52.5,58.4
3611033000,2022-02-28,세종특별자치시,,부강면,49.5,47.2,52.3
3611034000,2022-02-28,세종특별자치시,,금남면,52.7,50.7,55
3611035000,2022-02-28,세종특별자치시,,장군면,48.4,46.5,51
3611036000,2022-02-28,세종특별자치시,,연서면,51.5,49.3,54.3
3611037000,2022-02-28,세종특별자치시,,전의면,52.9,50.2,55.9
3611038000,2022-02-28,세종특별자치시,,전동면,57,55.2,59.2
3611039000,2022-02-28,세종특별자치시,,소정면,51.1,49.6,52.8
3611051000,2022-02-28,세종특별자치시,,한솔동,35.9,35.3,36.5
3611051500,2022-02-28,세종특별자치시,,새롬동,34,33.8,34.2
3611052000,2022-02-28,세종특별자치시,,도담동,36.1,35.5,36.6
3611052500,2022-02-28,세종특별자치시,,해밀동,32.8,32.4,33.2
3611053000,2022-02-28,세종특별자치시,,아름동,34.4,33.8,35
3611054000,2022-02-28,세종특별자치시,,종촌동,35.4,34.8,36
3611055000,2022-02-28,세종특별자치시,,고운동,34.6,34,35.2
3611055500,2022-02-28,세종특별자치시,,소담동,34.5,34.2,34.7
3611055600,2022-02-28,세종특별자치시,,반곡동,32.7,32.7,32.8
3611056000,2022-02-28,세종특별자치시,,보람동,35.1,34.7,35.6
3611057000,2022-02-28,세종특별자치시,,대평동,36.4,35.5,37.3
3611058000,2022-02-28,세종특별자치시,,다정동,34.1,33.7,34.5
4111156000,2022-02-28,경기도,수원시 장안구,파장동,45.4,44,46.9
4111156600,2022-02-28,경기도,수원시 장안구,율천동,39.2,37.8,40.7
4111157100,2022-02-28,경기도,수원시 장안구,정자1동,41.5,40.1,42.8
4111157200,2022-02-28,경기도,수원시 장안구,정자2동,41.3,40.3,42.2
4111157300,2022-02-28,경기도,수원시 장안구,정자3동,38.4,37.7,39.1
4111158000,2022-02-28,경기도,수원시 장안구,영화동,48.1,47,49.2
4111159100,2022-02-28,경기도,수원시 장안구,송죽동,44,43,45.1
4111159700,2022-02-28,경기도,수원시 장안구,조원1동,44.9,43.7,46.2
4111159800,2022-02-28,경기도,수원시 장안구,조원2동,43.2,42.3,44
4111160000,2022-02-28,경기도,수원시 장안구,연무동,47.7,45.7,49.8
4111352000,2022-02-28,경기도,수원시 권선구,세류1동,43.3,42.2,44.4
4111353000,2022-02-28,경기도,수원시 권선구,세류2동,45.1,43.9,46.4
4111354000,2022-02-28,경기도,수원시 권선구,세류3동,45.7,44.6,46.8
4111355000,2022-02-28,경기도,수원시 권선구,평동,42.7,41.6,43.8
4111356000,2022-02-28,경기도,수원시 권선구,서둔동,43.6,42.5,44.8
4111365000,2022-02-28,경기도,수원시 권선구,구운동,44.3,43.3,45.3
4111366200,2022-02-28,경기도,수원시 권선구,금곡동,39.8,38.7,40.8
