행정기관코드,기준연월,시도명,시군구명,읍면동명,전체 평균연령,남자 평균연령,여자 평균연령
1111051500,2022-02-28,서울특별시,종로구,청운효자동,44.1,42.5,45.5
1111053000,2022-02-28,서울특별시,종로구,사직동,45.3,45,45.6
1111054000,2022-02-28,서울특별시,종로구,삼청동,48.4,47.1,49.7
1111055000,2022-02-28,서울특별시,종로구,부암동,45.5,44.1,46.7
1111056000,2022-02-28,서울특별시,종로구,평창동,45.2,44,46.3
1111057000,2022-02-28,서울특별시,종로구,무악동,43.5,43.4,43.5
1111058000,2022-02-28,서울특별시,종로구,교남동,43.1,42.3,43.7
1111060000,2022-02-28,서울특별시,종로구,가회동,47.1,45.6,48.3
1111061500,2022-02-28,서울특별시,종로구,종로1.2.3.4가동,50.9,51.6,49.9
1111063000,2022-02-28,서울특별시,종로구,종로5.6가동,46.8,47.2,46.4
1111064000,2022-02-28,서울특별시,종로구,이화동,44.7,43.9,45.3
1111065000,2022-02-28,서울특별시,종로구,혜화동,42.1,41,43.1
1111067000,2022-02-28,서울특별시,종로구,창신제1동,50.8,50.1,51.5
1111068000,2022-02-28,서울특별시,종로구,창신제2동,49.1,47.8,50.4
1111069000,2022-02-28,서울특별시,종로구,창신제3동,45.7,44.6,46.8
1111070000,2022-02-28,서울특별시,종로구,숭인제1동,47.3,46.3,48.2
1111071000,2022-02-28,서울특별시,종로구,숭인제2동,44.8,45.8,43.8
1114052000,2022-02-28,서울특별시,중구,소공동,41.5,42.8,40.3
1114054000,2022-02-28,서울특별시,중구,회현동,51.1,51.6,50.6
1114055000,2022-02-28,서울특별시,중구,명동,49.5,47.3,51.2
1114057000,2022-02-28,서울특별시,중구,필동,46.3,45.6,47.1
1114058000,2022-02-28,서울특별시,중구,장충동,43.2,42.1,44.4
1114059000,2022-02-28,서울특별시,중구,광희동,46.7,47.3,46.1
1114060500,2022-02-28,서울특별시,중구,을지로동,50.3,51.7,48.2
1114061500,2022-02-28,서울특별시,중구,신당동,46.2,46.6,45.7
1114062500,2022-02-28,서울특별시,중구,다산동,46.2,45,47.3
1114063500,2022-02-28,서울특별시,중구,약수동,47.5,46.2,48.5
1114064500,2022-02-28,서울특별시,중구,청구동,46.3,44.9,47.5
1114065000,2022-02-28,서울특별시,중구,신당제5동,45.1,44.6,45.5
1114066500,2022-02-28,서울특별시,중구,동화동,45.5,44.3,46.6
1114067000,2022-02-28,서울특별시,중구,황학동,43.3,43.1,43.4
1114068000,2022-02-28,서울특별시,중구,중림동,44.1,43.5,44.6
1117051000,2022-02-28,서울특별시,용산구,후암동,44.8,43.2,46.4
1117052000,2022-02-28,서울특별시,용산구,용산2가동,46.8,45,48.5
1117053000,2022-02-28,서울특별시,용산구,남영동,49.4,50.6,47.5
1117055500,2022-02-28,서울특별시,용산구,청파동,44,43.8,44.3
1117056000,2022-02-28,서울특별시,용산구,원효로제1동,40.9,40.9,41
1117057000,2022-02-28,서울특별시,용산구,원효로제2동,43.9,43.6,44.2
1117058000,2022-02-28,서울특별시,용산구,효창동,42.4,41.4,43.3
1117059000,2022-02-28,서울특별시,용산구,용문동,44.6,43.6,45.6
1117062500,2022-02-28,서울특별시,용산구,한강로동,43,42.9,43.1
1117063000,2022-02-28,서울특별시,용산구,이촌제1동,42.9,41.6,44.1
1117064000,2022-02-28,서울특별시,용산구,이촌제2동,46.8,45.2,48.2
1117065000,2022-02-28,서울특별시,용산구,이태원제1동,47.2,45.5,48.8
1117066000,2022-02-28,서울특별시,용산구,이태원제2동,45.9,44.6,47
1117068500,2022-02-28,서울특별시,용산구,한남동,45.2,44.1,46.3
1117069000,2022-02-28,서울특별시,용산구,서빙고동,43.6,42.6,44.6
1117070000,2022-02-28,서울특별시,용산구,보광동,47,44.7,49.3
1120052000,2022-02-28,서울특별시,성동구,왕십리제2동,43.1,42.4,43.8
1120053500,2022-02-28,서울특별시,성동구,왕십리도선동,42.2,41.6,42.8
1120054000,2022-02-28,서울특별시,성동구,마장동,44,43.2,44.8
1120055000,2022-02-28,서울특별시,성동구,사근동,38.3,37.2,39.6
1120056000,2022-02-28,서울특별시,성동구,행당제1동,42.9,42.5,43.3
1120057000,2022-02-28,서울특별시,성동구,행당제2동,43.5,42.8,44.1
1120058000,2022-02-28,서울특별시,성동구,응봉동,43.2,41.9,44.3
1120059000,2022-02-28,서울특별시,성동구,금호1가동,44.1,42.9,45.1
1120061500,2022-02-28,서울특별시,성동구,금호2.3가동,44.1,42.9,45.3
1120062000,2022-02-28,서울특별시,성동구,금호4가동,43.5,42.3,44.7
1120064500,2022-02-28,서울특별시,성동구,옥수동,42.9,42.1,43.6
1120065000,2022-02-28,서울특별시,성동구,성수1가제1동,43.4,42.6,44.1
1120066000,2022-02-28,서울특별시,성동구,성수1가제2동,43.5,43,44
1120067000,2022-02-28,서울특별시,성동구,성수2가제1동,46.4,45.9,46.9
1120069000,2022-02-28,서울특별시,성동구,성수2가제3동,44.8,44.7,44.8
1120072000,2022-02-28,서울특별시,성동구,송정동,45.6,45,46.2
1120079000,2022-02-28,서울특별시,성동구,용답동,45.8,46.2,45.5
1121571000,2022-02-28,서울특별시,광진구,화양동,37.1,37.9,36.5
1121573000,2022-02-28,서울특별시,광진구,군자동,42.8,42.2,43.4
1121574000,2022-02-28,서울특별시,광진구,중곡제1동,44.1,43.9,44.3
1121575000,2022-02-28,서울특별시,광진구,중곡제2동,43.6,43.2,44
1121576000,2022-02-28,서울특별시,광진구,중곡제3동,45.5,44.6,46.5
1121577000,2022-02-28,서울특별시,광진구,중곡제4동,45.8,44.8,46.8
1121578000,2022-02-28,서울특별시,광진구,능동,42.3,41.9,42.7
1121581000,2022-02-28,서울특별시,광진구,광장동,39.6,39,40.2
1121582000,2022-02-28,서울특별시,광진구,자양제1동,43.7,42.8,44.5
1121583000,2022-02-28,서울특별시,광진구,자양제2동,44.1,43.3,44.8
1121584000,2022-02-28,서울특별시,광진구,자양제3동,42.7,42.1,43.3
1121584700,2022-02-28,서울특별시,광진구,자양제4동,46.7,45.9,47.5
1121585000,2022-02-28,서울특별시,광진구,구의제1동,42.5,42.1,42.9
1121586000,2022-02-28,서울특별시,광진구,구의제2동,43.8,42.8,44.8
1121587000,2022-02-28,서울특별시,광진구,구의제3동,42.7,42.2,43.1
1123053600,2022-02-28,서울특별시,동대문구,용신동,44.4,44.4,44.4
1123054500,2022-02-28,서울특별시,동대문구,제기동,47,45.6,48.4
1123056000,2022-02-28,서울특별시,동대문구,전농제1동,45.2,44.4,46
1123057000,2022-02-28,서울특별시,동대문구,전농제2동,45.7,44.7,46.6
1123060000,2022-02-28,서울특별시,동대문구,답십리제1동,41.7,41.2,42.1
1123061000,2022-02-28,서울특별시,동대문구,답십리제2동,45.7,44.6,46.6
1123065000,2022-02-28,서울특별시,동대문구,장안제1동,44.2,43.7,44.6
1123066000,2022-02-28,서울특별시,동대문구,장안제2동,42.8,41.8,43.8
1123070500,2022-02-28,서울특별시,동대문구,청량리동,50.6,49.1,52.1
1123071000,2022-02-28,서울특별시,동대문구,회기동,40.2,39.6,40.9
1123072000,2022-02-28,서울특별시,동대문구,휘경제1동,41.2,41.3,41.1
1123073000,2022-02-28,서울특별시,동대문구,휘경제2동,42.4,41.3,43.5
1123074000,2022-02-28,서울특별시,동대문구,이문제1동,42.8,42.1,43.6
1123075000,2022-02-28,서울특별시,동대문구,이문제2동,45.1,44.3,45.9
1126052000,2022-02-28,서울특별시,중랑구,면목제2동,46.6,45.8,47.4
1126054000,2022-02-28,서울특별시,중랑구,면목제4동,46.3,45,47.6
1126055000,2022-02-28,서울특별시,중랑구,면목제5동,42.8,42.2,43.3
1126056500,2022-02-28,서울특별시,중랑구,면목본동,46,45.1,46.8
1126057000,2022-02-28,서울특별시,중랑구,면목제7동,46.4,45.5,47.3
1126057500,2022-02-28,서울특별시,중랑구,면목제3.8동,47,46,48
1126058000,2022-02-28,서울특별시,중랑구,상봉제1동,43.8,42.7,44.7
1126059000,2022-02-28,서울특별시,중랑구,상봉제2동,43.4,43.5,43.2
1126060000,2022-02-28,서울특별시,중랑구,중화제1동,45.2,44.5,46
1126061000,2022-02-28,서울특별시,중랑구,중화제2동,47.3,46.6,48.1
1126062000,2022-02-28,서울특별시,중랑구,묵제1동,44,43.3,44.6
1126063000,2022-02-28,서울특별시,중랑구,묵제2동,45.8,45,46.6
1126065500,2022-02-28,서울특별시,중랑구,망우본동,45.1,44.4,45.7
1126066000,2022-02-28,서울특별시,중랑구,망우제3동,47.6,46.9,48.3
1126068000,2022-02-28,서울특별시,중랑구,신내1동,44,42.9,45.1
1126069000,2022-02-28,서울특별시,중랑구,신내2동,46,44.6,47.3
1129052500,2022-02-28,서울특별시,성북구,성북동,45.1,44.2,45.9
1129055500,2022-02-28,서울특별시,성북구,삼선동,44,43.3,44.7
1129057500,2022-02-28,서울특별시,성북구,동선동,41,42.3,40.1
1129058000,2022-02-28,서울특별시,성북구,돈암제1동,45.7,44.9,46.4
1129059000,2022-02-28,서울특별시,성북구,돈암제2동,42.4,41.4,43.2
1129060000,2022-02-28,서울특별시,성북구,안암동,40.3,39,41.7
1129061000,2022-02-28,서울특별시,성북구,보문동,43.4,42.5,44.1
1129062000,2022-02-28,서울특별시,성북구,정릉제1동,43.4,42.2,44.4
1129063000,2022-02-28,서울특별시,성북구,정릉제2동,45.1,43.8,46.3
1129064000,2022-02-28,서울특별시,성북구,정릉제3동,46,43.6,48.2
1129065000,2022-02-28,서울특별시,성북구,정릉제4동,45.3,44,46.6
1129066000,2022-02-28,서울특별시,성북구,길음제1동,40.1,39.2,40.9
1129068500,2022-02-28,서울특별시,성북구,길음제2동,41.6,40.7,42.4
1129070500,2022-02-28,서울특별시,성북구,종암동,44,42.5,45.4
1129071500,2022-02-28,서울특별시,성북구,월곡제1동,44.1,43.5,44.6
1129072500,2022-02-28,서울특별시,성북구,월곡제2동,44.4,43.8,44.8
1129076000,2022-02-28,서울특별시,성북구,장위제1동,43.9,42.9,45
1129077000,2022-02-28,서울특별시,성북구,장위제2동,47.5,46.5,48.5
1129078000,2022-02-28,서울특별시,성북구,장위제3동,41.1,40.6,41.5
1129081000,2022-02-28,서울특별시,성북구,석관동,46.2,45.3,47
1130553400,2022-02-28,서울특별시,강북구,삼양동,46.6,45.3,47.9
1130553500,2022-02-28,서울특별시,강북구,미아동,47,46.4,47.6
1130554500,2022-02-28,서울특별시,강북구,송중동,46.4,45.5,47.1
1130555500,2022-02-28,서울특별시,강북구,송천동,48.8,47.8,49.9
1130557500,2022-02-28,서울특별시,강북구,삼각산동,41.7,40.5,42.7
1130559500,2022-02-28,서울특별시,강북구,번1동,46.4,45.7,47.2
1130560300,2022-02-28,서울특별시,강북구,번2동,49,47,50.8
1130560800,2022-02-28,서울특별시,강북구,번3동,49.3,47.3,51.1
1130561500,2022-02-28,서울특별시,강북구,수유1동,47,46,48
1130562500,2022-02-28,서울특별시,강북구,수유2동,47.8,46.4,49.1
1130563500,2022-02-28,서울특별시,강북구,수유3동,46.7,45.8,47.5
1130564500,2022-02-28,서울특별시,강북구,우이동,47.8,46.6,49
1130566000,2022-02-28,서울특별시,강북구,인수동,47.8,46.6,48.9
1132051100,2022-02-28,서울특별시,도봉구,창제1동,45.2,44,46.3
1132051200,2022-02-28,서울특별시,도봉구,창제2동,45.2,44.1,46.2
1132051300,2022-02-28,서울특별시,도봉구,창제3동,47.1,45.9,48.3
1132051400,2022-02-28,서울특별시,도봉구,창제4동,44.1,43,45.1
1132051500,2022-02-28,서울특별시,도봉구,창제5동,44.9,43.9,45.8
1132052100,2022-02-28,서울특별시,도봉구,도봉제1동,50.4,49.2,51.6
1132052200,2022-02-28,서울특별시,도봉구,도봉제2동,48,47,49
1132066000,2022-02-28,서울특별시,도봉구,쌍문제1동,46.9,46.1,47.7
1132067000,2022-02-28,서울특별시,도봉구,쌍문제2동,46.8,45.1,48.3
1132068000,2022-02-28,서울특별시,도봉구,쌍문제3동,46.5,45.5,47.5
1132068100,2022-02-28,서울특별시,도봉구,쌍문제4동,44.1,42.8,45.3
1132069000,2022-02-28,서울특별시,도봉구,방학제1동,46.6,46,47.2
1132070000,2022-02-28,서울특별시,도봉구,방학제2동,47.9,46.6,49.3
1132071000,2022-02-28,서울특별시,도봉구,방학제3동,45.2,43.3,46.9
1135056000,2022-02-28,서울특별시,노원구,월계1동,45,43.5,46.6
1135057000,2022-02-28,서울특별시,노원구,월계2동,46.9,45.1,48.4
1135058000,2022-02-28,서울특별시,노원구,월계3동,45.6,44.1,47
1135059500,2022-02-28,서울특별시,노원구,공릉1동,44.2,43.2,45
1135060000,2022-02-28,서울특별시,노원구,공릉2동,40.8,40,41.6
1135061100,2022-02-28,서울특별시,노원구,하계1동,44.2,41.7,46.4
1135061200,2022-02-28,서울특별시,노원구,하계2동,42.8,41.2,44.1
1135061900,2022-02-28,서울특별시,노원구,중계본동,40.1,39.3,40.9
1135062100,2022-02-28,서울특별시,노원구,중계1동,38.6,37.3,39.8
1135062400,2022-02-28,서울특별시,노원구,중계4동,45.6,43.7,47.3
1135062500,2022-02-28,서울특별시,노원구,중계2.3동,46.5,44.4,48.3
1135063000,2022-02-28,서울특별시,노원구,상계1동,45.5,44.5,46.5
1135064000,2022-02-28,서울특별시,노원구,상계2동,44.9,44.3,45.6
1135066500,2022-02-28,서울특별시,노원구,상계3.4동,47.9,46.4,49.4
1135067000,2022-02-28,서울특별시,노원구,상계5동,47,45.4,48.5
1135069500,2022-02-28,서울특별시,노원구,상계6.7동,43.3,41.8,44.6
1135070000,2022-02-28,서울특별시,노원구,상계8동,40.3,39,41.6
1135071000,2022-02-28,서울특별시,노원구,상계9동,44.2,42.5,45.6
1135072000,2022-02-28,서울특별시,노원구,상계10동,42.9,41.6,44
1138051000,2022-02-28,서울특별시,은평구,녹번동,45.2,44.2,46
1138052000,2022-02-28,서울특별시,은평구,불광제1동,46.1,44.8,47.3
1138053000,2022-02-28,서울특별시,은평구,불광제2동,47.3,46.2,48.4
1138055100,2022-02-28,서울특별시,은평구,갈현제1동,46.5,45.1,47.9
1138055200,2022-02-28,서울특별시,은평구,갈현제2동,44.7,43.6,45.6
1138056000,2022-02-28,서울특별시,은평구,구산동,45.6,45.2,45.9
1138057000,2022-02-28,서울특별시,은평구,대조동,45.4,44.9,45.8
1138058000,2022-02-28,서울특별시,은평구,응암제1동,42.5,41.5,43.4
1138059000,2022-02-28,서울특별시,은평구,응암제2동,41,39.8,42.2
1138060000,2022-02-28,서울특별시,은평구,응암제3동,47.7,46.2,49.2
1138062500,2022-02-28,서울특별시,은평구,역촌동,45.3,44.2,46.2
1138063100,2022-02-28,서울특별시,은평구,신사제1동,45.1,43.9,46.2
1138063200,2022-02-28,서울특별시,은평구,신사제2동,45.6,44.3,46.9
1138064000,2022-02-28,서울특별시,은평구,증산동,46.6,45.8,47.4
1138065000,2022-02-28,서울특별시,은평구,수색동,44.4,43.2,45.5
1138069000,2022-02-28,서울특별시,은평구,진관동,41.8,41.1,42.5
1141052000,2022-02-28,서울특별시,서대문구,천연동,45.1,44,46.1
1141055500,2022-02-28,서울특별시,서대문구,북아현동,42.3,41.7,42.9
1141056500,2022-02-28,서울특별시,서대문구,충현동,44,43.4,44.5
1141058500,2022-02-28,서울특별시,서대문구,신촌동,37.4,38,36.9
1141061500,2022-02-28,서울특별시,서대문구,연희동,43.3,42.2,44.4
1141062000,2022-02-28,서울특별시,서대문구,홍제제1동,45.4,44.3,46.3
1141064000,2022-02-28,서울특별시,서대문구,홍제제3동,46.9,45.6,48.2
1141065500,2022-02-28,서울특별시,서대문구,홍제제2동,46.3,44.8,47.7
1141066000,2022-02-28,서울특별시,서대문구,홍은제1동,45.9,44.9,46.9
1141068500,2022-02-28,서울특별시,서대문구,홍은제2동,45.7,44.3,47
1141069000,2022-02-28,서울특별시,서대문구,남가좌제1동,40.4,39.6,41.1
1141070000,2022-02-28,서울특별시,서대문구,남가좌제2동,42.4,41.6,43.2
1141071000,2022-02-28,서울특별시,서대문구,북가좌제1동,43.3,42.2,44.3
1141072000,2022-02-28,서울특별시,서대문구,북가좌제2동,46.1,44.8,47.4
1144055500,2022-02-28,서울특별시,마포구,아현동,41,40.5,41.4
1144056500,2022-02-28,서울특별시,마포구,공덕동,43.7,43,44.3
1144058500,2022-02-28,서울특별시,마포구,도화동,44.2,43,45.2
1144059000,2022-02-28,서울특별시,마포구,용강동,41.2,40.7,41.6
1144060000,2022-02-28,서울특별시,마포구,대흥동,41.7,41.2,42.2
1144061000,2022-02-28,서울특별시,마포구,염리동,40.5,39.8,41.1
1144063000,2022-02-28,서울특별시,마포구,신수동,42.3,41.2,43.3
1144065500,2022-02-28,서울특별시,마포구,서강동,41.1,40.4,41.6
1144066000,2022-02-28,서울특별시,마포구,서교동,41.5,41.4,41.6
1144068000,2022-02-28,서울특별시,마포구,합정동,42.7,42.2,43.2
1144069000,2022-02-28,서울특별시,마포구,망원제1동,43.8,43,44.6
1144070000,2022-02-28,서울특별시,마포구,망원제2동,43.5,42.7,44.3
1144071000,2022-02-28,서울특별시,마포구,연남동,43,42.2,43.8
1144072000,2022-02-28,서울특별시,마포구,성산제1동,43.3,42.6,44
1144073000,2022-02-28,서울특별시,마포구,성산제2동,42.6,41.9,43.1
1144074000,2022-02-28,서울특별시,마포구,상암동,40.7,39.9,41.5
1147051000,2022-02-28,서울특별시,양천구,목1동,39.3,38.9,39.6
1147052000,2022-02-28,서울특별시,양천구,목2동,42.6,41.7,43.5
1147053000,2022-02-28,서울특별시,양천구,목3동,43.7,42.5,44.7
1147054000,2022-02-28,서울특별시,양천구,목4동,42,40.8,43.1
1147055000,2022-02-28,서울특별시,양천구,목5동,39.8,38.9,40.7
1147056000,2022-02-28,서울특별시,양천구,신월1동,47.4,46.5,48.3
1147057000,2022-02-28,서울특별시,양천구,신월2동,44.8,43.9,45.6
1147058000,2022-02-28,서울특별시,양천구,신월3동,46.6,45.7,47.6
1147059000,2022-02-28,서울특별시,양천구,신월4동,44.4,43.3,45.5
1147060000,2022-02-28,서울특별시,양천구,신월5동,44.2,43.1,45.3
1147061000,2022-02-28,서울특별시,양천구,신월6동,40.7,39.9,41.4
1147061100,2022-02-28,서울특별시,양천구,신월7동,47.6,45.9,49.1
1147062000,2022-02-28,서울특별시,양천구,신정1동,40.9,40.1,41.6
1147063000,2022-02-28,서울특별시,양천구,신정2동,41.7,40.9,42.4
1147064000,2022-02-28,서울특별시,양천구,신정3동,42.6,41.6,43.7
1147065000,2022-02-28,서울특별시,양천구,신정4동,44.8,44.1,45.5
1147067000,2022-02-28,서울특별시,양천구,신정6동,40.2,39.5,40.9
1147068000,2022-02-28,서울특별시,양천구,신정7동,44.1,42.6,45.4
1150051000,2022-02-28,서울특별시,강서구,염창동,39.3,38.9,39.7
1150052000,2022-02-28,서울특별시,강서구,등촌제1동,40.8,40.5,41
1150053000,2022-02-28,서울특별시,강서구,등촌제2동,43.4,42.1,44.6
1150053500,2022-02-28,서울특별시,강서구,등촌제3동,47.2,45.6,48.7
1150054000,2022-02-28,서울특별시,강서구,화곡제1동,43.6,43,44.2
1150055000,2022-02-28,서울특별시,강서구,화곡제2동,43.7,42.7,44.6
1150056000,2022-02-28,서울특별시,강서구,화곡제3동,44.7,43.9,45.4
1150057000,2022-02-28,서울특별시,강서구,화곡제4동,45.6,44.3,46.8
1150059000,2022-02-28,서울특별시,강서구,화곡본동,42.3,41.3,43.3
1150059100,2022-02-28,서울특별시,강서구,화곡제6동,43.7,43,44.3
1150059300,2022-02-28,서울특별시,강서구,화곡제8동,44.7,43.5,45.8
1150060300,2022-02-28,서울특별시,강서구,가양제1동,39.3,40,38.7
1150060400,2022-02-28,서울특별시,강서구,가양제2동,51.4,50.1,52.5
1150060500,2022-02-28,서울특별시,강서구,가양제3동,48.6,46.9,50.1
1150061100,2022-02-28,서울특별시,강서구,발산제1동,40.9,40,41.8
1150061500,2022-02-28,서울특별시,강서구,우장산동,41.1,40.8,41.4
1150062000,2022-02-28,서울특별시,강서구,공항동,40.9,40.2,41.6
1150063000,2022-02-28,서울특별시,강서구,방화제1동,42.3,41.7,42.7
1150064000,2022-02-28,서울특별시,강서구,방화제2동,46.1,44.9,47.3
1150064100,2022-02-28,서울특별시,강서구,방화제3동,47.6,46.1,49.1
1153051000,2022-02-28,서울특별시,구로구,신도림동,40.6,40.2,41
1153052000,2022-02-28,서울특별시,구로구,구로제1동,41,40.3,41.7
1153053000,2022-02-28,서울특별시,구로구,구로제2동,48.9,47.8,50
1153054000,2022-02-28,서울특별시,구로구,구로제3동,42.4,41.6,43.2
1153055000,2022-02-28,서울특별시,구로구,구로제4동,47.9,46.9,48.8
1153056000,2022-02-28,서울특별시,구로구,구로제5동,43.5,43.3,43.7
1153059500,2022-02-28,서울특별시,구로구,가리봉동,48,47,49.3
1153072000,2022-02-28,서울특별시,구로구,고척제1동,45.4,44.6,46.3
1153073000,2022-02-28,서울특별시,구로구,고척제2동,45.7,44.8,46.5
1153074000,2022-02-28,서울특별시,구로구,개봉제1동,45.3,44.6,45.9
1153075000,2022-02-28,서울특별시,구로구,개봉제2동,45.9,45.1,46.7
1153076000,2022-02-28,서울특별시,구로구,개봉제3동,46.7,45.7,47.8
1153077000,2022-02-28,서울특별시,구로구,오류제1동,43.9,43.8,44
1153078000,2022-02-28,서울특별시,구로구,오류제2동,43.7,42.6,44.8
1153079000,2022-02-28,서울특별시,구로구,수궁동,45.2,44,46.3
1153080000,2022-02-28,서울특별시,구로구,항동,37,36.3,37.6
1154551000,2022-02-28,서울특별시,금천구,가산동,40.5,41.1,39.9
1154561000,2022-02-28,서울특별시,금천구,독산제1동,41.4,41,41.7
1154562000,2022-02-28,서울특별시,금천구,독산제2동,46.4,45.4,47.4
1154563000,2022-02-28,서울특별시,금천구,독산제3동,46.4,45.6,47.2
1154564000,2022-02-28,서울특별시,금천구,독산제4동,47,46.3,47.6
1154567000,2022-02-28,서울특별시,금천구,시흥제1동,45.7,44.8,46.7
1154568000,2022-02-28,서울특별시,금천구,시흥제2동,45.3,44.3,46.1
1154569000,2022-02-28,서울특별시,금천구,시흥제3동,47.7,46.8,48.7
1154570000,2022-02-28,서울특별시,금천구,시흥제4동,47,46.2,47.7
1154571000,2022-02-28,서울특별시,금천구,시흥제5동,47.9,46.3,49.4
1156051500,2022-02-28,서울특별시,영등포구,영등포본동,45.7,45.1,46.3
1156053500,2022-02-28,서울특별시,영등포구,영등포동,40.4,41.8,38.8
1156054000,2022-02-28,서울특별시,영등포구,여의동,44.2,43.7,44.6
1156055000,2022-02-28,서울특별시,영등포구,당산제1동,43.8,43.4,44.3
1156056000,2022-02-28,서울특별시,영등포구,당산제2동,40.3,40.3,40.3
1156058500,2022-02-28,서울특별시,영등포구,도림동,45.3,44.5,46
1156060500,2022-02-28,서울특별시,영등포구,문래동,41,40.4,41.5
1156061000,2022-02-28,서울특별시,영등포구,양평제1동,40.7,40.2,41.1
1156062000,2022-02-28,서울특별시,영등포구,양평제2동,40.3,40.1,40.6
1156063000,2022-02-28,서울특별시,영등포구,신길제1동,45.2,44.3,46.2
1156065000,2022-02-28,서울특별시,영등포구,신길제3동,45.1,44.1,46.1
1156066000,2022-02-28,서울특별시,영등포구,신길제4동,45.1,43.8,46.3
1156067000,2022-02-28,서울특별시,영등포구,신길제5동,45.2,44.1,46.2
1156068000,2022-02-28,서울특별시,영등포구,신길제6동,44.1,43.1,45
1156069000,2022-02-28,서울특별시,영등포구,신길제7동,40.5,39.6,41.4
1156070000,2022-02-28,서울특별시,영등포구,대림제1동,46.5,44.9,48
1156071000,2022-02-28,서울특별시,영등포구,대림제2동,48.3,46.9,49.5
1156072000,2022-02-28,서울특별시,영등포구,대림제3동,46.7,45.7,47.6
1159051000,2022-02-28,서울특별시,동작구,노량진제1동,44.3,42.8,45.8
1159052000,2022-02-28,서울특별시,동작구,노량진제2동,46.7,45.6,47.9
1159053000,2022-02-28,서울특별시,동작구,상도제1동,42.3,41.2,43.4
1159054000,2022-02-28,서울특별시,동작구,상도제2동,42.1,41.4,42.8
1159055000,2022-02-28,서울특별시,동작구,상도제3동,44.9,43.9,45.7
1159056000,2022-02-28,서울특별시,동작구,상도제4동,44.5,43.4,45.6
1159060500,2022-02-28,서울특별시,동작구,흑석동,44.2,42.9,45.5
1159062000,2022-02-28,서울특별시,동작구,사당제1동,43.5,42.9,43.9
1159063000,2022-02-28,서울특별시,동작구,사당제2동,45.2,44.1,46.2
1159064000,2022-02-28,서울특별시,동작구,사당제3동,43.9,43.3,44.4
1159065000,2022-02-28,서울특별시,동작구,사당제4동,45,43.9,46
1159065100,2022-02-28,서울특별시,동작구,사당제5동,43.2,42.3,44
1159066000,2022-02-28,서울특별시,동작구,대방동,42.4,41.6,43.1
1159067000,2022-02-28,서울특별시,동작구,신대방제1동,43.3,42.7,43.8
1159068000,2022-02-28,서울특별시,동작구,신대방제2동,41.6,41.1,42.1
1162052500,2022-02-28,서울특별시,관악구,보라매동,44.2,43.3,45.1
1162054500,2022-02-28,서울특별시,관악구,청림동,44,42.7,45.2
1162056500,2022-02-28,서울특별시,관악구,성현동,44.3,42.9,45.6
1162057500,2022-02-28,서울특별시,관악구,행운동,41.7,41.3,42
1162058500,2022-02-28,서울특별시,관악구,낙성대동,38.8,38.6,39.1
1162059500,2022-02-28,서울특별시,관악구,청룡동,39.6,39.6,39.6
1162060500,2022-02-28,서울특별시,관악구,은천동,43.7,42.7,44.5
1162061500,2022-02-28,서울특별시,관악구,중앙동,41.9,41.8,42
1162062500,2022-02-28,서울특별시,관악구,인헌동,42.4,41.6,43
1162063000,2022-02-28,서울특별시,관악구,남현동,42.7,42.3,43.1
1162064500,2022-02-28,서울특별시,관악구,서원동,41.9,40.9,42.9
1162065500,2022-02-28,서울특별시,관악구,신원동,43.9,42.6,45.2
1162066500,2022-02-28,서울특별시,관악구,서림동,42.8,41.8,44.2
1162068500,2022-02-28,서울특별시,관악구,신사동,42.6,42,43.2
1162069500,2022-02-28,서울특별시,관악구,신림동,37.6,37.7,37.4
1162071500,2022-02-28,서울특별시,관악구,난향동,44.5,43.7,45.4
1162072500,2022-02-28,서울특별시,관악구,조원동,43.2,43.3,43.1
1162073500,2022-02-28,서울특별시,관악구,대학동,41.9,41.2,43
1162074500,2022-02-28,서울특별시,관악구,삼성동,49.7,48,51.5
1162076500,2022-02-28,서울특별시,관악구,미성동,45.1,44.4,45.9
1162077500,2022-02-28,서울특별시,관악구,난곡동,46.5,45.4,47.6
1165051000,2022-02-28,서울특별시,서초구,서초1동,42.2,41.6,42.9
1165052000,2022-02-28,서울특별시,서초구,서초2동,39.9,39.8,40.1
1165053000,2022-02-28,서울특별시,서초구,서초3동,42.4,41.9,42.8
1165053100,2022-02-28,서울특별시,서초구,서초4동,40.8,40.3,41.2
1165054000,2022-02-28,서울특별시,서초구,잠원동,41.1,40.4,41.7
1165055000,2022-02-28,서울특별시,서초구,반포본동,43.7,44,43.5
1165056000,2022-02-28,서울특별시,서초구,반포1동,39.5,39.2,39.7
1165057000,2022-02-28,서울특별시,서초구,반포2동,38.9,38.3,39.4
1165058000,2022-02-28,서울특별시,서초구,반포3동,41.1,40.1,42
1165058100,2022-02-28,서울특별시,서초구,반포4동,41.8,41,42.4
1165059000,2022-02-28,서울특별시,서초구,방배본동,42,41.6,42.3
1165060000,2022-02-28,서울특별시,서초구,방배1동,43.5,42.7,44.3
1165061000,2022-02-28,서울특별시,서초구,방배2동,44.5,43.7,45.3
1165062000,2022-02-28,서울특별시,서초구,방배3동,44,43.5,44.6
1165062100,2022-02-28,서울특별시,서초구,방배4동,42.2,42,42.4
1165065100,2022-02-28,서울특별시,서초구,양재1동,42.6,41.5,43.6
